author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;house_number;underground;residential_complex
LAND.ru;real_estate_agent;https://www.cian.ru/sale/flat/294728485/;Москва;sale;flat;4;16;2;62.4;334935;20900000;Раменки;Мосфильмовская ;74;Ломоносовский проспект;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/288058054/;Москва;sale;flat;2;5;2;59.5;351260;20900000;Филевский парк;Новозаводская ;23/8К2;Фили;
ID 15381315;realtor;https://www.cian.ru/sale/flat/295166532/;Москва;sale;flat;8;35;1;44.4;502252;22300000;Останкинский; Годовикова;11к2;Алексеевская;iLove
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/290472882/;Москва;sale;flat;13;26;3;91.0;249450;22700000;Кунцево;№ 100 кв-л;1к2;Мякинино;Мякинино парк
ЛСР;developer;https://www.cian.ru/sale/flat/293204150/;Москва;sale;flat;15;15;2;44.0;524055;23058439;Даниловский;набережная Марка Шагала;13;Верхние котлы;ЗИЛАРТ
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/295092132/;Москва;sale;flat;4;13;1;48.1;485031;23330000;Хорошево-Мневники;Жилой комплекс остров;4-й кв-л;;Остров
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293997000/;Москва;sale;flat;22;58;2;41.0;573170;23500000;Тимирязевский;Дмитровский проезд;1;Дмитровская;D1
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/293728872/;Москва;sale;flat;4;6;3;68.5;343065;23500000;Басманный;Спартаковский переулок;26С2;Бауманская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294945901/;Москва;sale;flat;16;17;3;84.0;283333;23800000;; Летчика Грицевца;11;Пыхтино;Солнцево парк
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/294318182/;Москва;sale;flat;5;16;3;72.0;331944;23900000;Лефортово;Золоторожский проезд;3;Серп и Молот;MONODOM FAMILY
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/295196359/;Москва;sale;flat;9;15;2;44.0;545454;24000000;Даниловский;проспект Лихачева;20;;Nagatino i-Land
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/292663057/;Москва;sale;flat;12;24;2;55.0;445454;24500000;Фили-Давыдково;Кастанаевская ;66;Кунцевская;Shome
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/294502369/;Москва;sale;flat;7;25;2;45.0;555533;24999000;Раменки; Янковского;1к2;Аминьевская;Событие
Центр-Инвест;representative_developer;https://www.cian.ru/sale/flat/290747857/;Москва;sale;flat;15;15;1;40.5;629519;25495527;Раменки;Винницкая ;8к3;Раменки;Настоящее
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/287069241/;Москва;sale;flat;30;41;2;49.0;526530;25800000;Раменки;1-й Сетуньский проезд;вл8;Кутузовская;Hide
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294429941/;Москва;sale;flat;16;25;3;76.0;348026;26450000;Северное Медведково;Заревый проезд;1к1;Медведково;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/295055282/;Москва;sale;flat;1;14;3;80.2;336658;27000000;Марьина роща;Складочная ;2;Савёловская;Шереметьевский
LaRichesse;real_estate_agent;https://www.cian.ru/sale/flat/291143104/;Москва;sale;flat;5;6;2;62.6;439297;27500000;Тверской;1-я Миусская ;22/24С2;Менделеевская;
Минские холмы;developer;https://www.cian.ru/sale/flat/287021954/;Москва;sale;flat;9;52;2;83.5;339862;28378526;Раменки;проспект Генерала Дорохова;вл1к3;Раменки;Will Towers
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/292712448/;Москва;sale;flat;2;33;3;64.1;450858;28900000;Хорошево-Мневники;Причальный проезд;10Б;Шелепиха;Level Причальный
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294506165/;Москва;sale;flat;31;39;2;51.1;567514;29000000;Академический;проспект 60-летия Октября;17;Академическая;Новые Черемушки
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292466544/;Москва;sale;flat;18;44;3;95.8;307933;29500000;Хорошевский;Хорошевское шоссе;16к1;Беговая;Дом на Беговой
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/292767851/;Москва;sale;flat;40;41;3;74.0;409459;30299999;Раменки; Лобачевского;124к2;Мичуринский проспект;Огни
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/291420548/;Москва;sale;flat;8;30;3;60.0;516666;31000000;Филевский парк;Большая Филевская ;3к1;Филёвский парк;Западный порт
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/295071918/;Москва;sale;flat;6;30;2;58.0;532586;30890000;Покровское-Стрешнево;Сосновая аллея;1;Спартак;Зодиак
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/293996962/;Москва;sale;flat;11;28;2;71.0;436619;31000000;Филевский парк;Береговой проезд;1Б;Шелепиха;мой адрес На Береговом
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/293892011/;Москва;sale;flat;33;37;2;67.0;459701;30800000;Раменки; Василия Ланового;1к2;Мичуринский проспект;Огни
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/293889042/;Москва;sale;flat;30;51;2;75.0;426666;32000000;Обручевский;Ленинский проспект;111к1;Новаторская;Well House на Ленинском
UINVEST;real_estate_agent;https://www.cian.ru/sale/flat/294951710/;Москва;sale;flat;10;21;-1;92.6;347732;32200000;Хорошево-Мневники; Мневники;5;Народное Ополчение;Городской квартал BIG TIME
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/289516855/;Москва;sale;flat;20;29;3;57.0;596491;34000000;Филевский парк;Береговой проезд;3;Фили;Береговой
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/291597285/;Москва;sale;flat;29;29;3;85.0;400000;34000000;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/294770031/;Москва;sale;flat;19;22;4;102.4;337402;34550000;Раменки;Мичуринский проспект;27К2;Раменки;
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/295221039/;Москва;sale;flat;19;27;3;62.8;557324;35000000;Очаково-Матвеевское;Аминьевское шоссе;4Дк2;Аминьевская;Вестердам
Marry Lane Group;real_estate_agent;https://www.cian.ru/sale/flat/292853102/;Москва;sale;flat;21;37;-1;53.5;682242;36500000;Тропарево-Никулино;проспект Вернадского;94к2;Юго-Западная;Миракс Парк
ПИК;developer;https://www.cian.ru/sale/flat/293450103/;Москва;sale;flat;27;30;2;65.6;561206;36815134;Кунцево;48-й кв-л;;Кунцевская;Кутузовский квартал
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/292678788/;Москва;sale;flat;18;20;2;71.6;532122;38100000;Хорошево-Мневники; Шеногина;;Хорошёво;Sydney City
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/294584753/;Москва;sale;flat;14;30;2;72.3;530700;38369610;Раменки; Лобачевского;114с1;Мичуринский проспект;Событие
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/292493129/;Москва;sale;flat;3;4;3;78.0;493589;38500000;Замоскворечье;Большая Серпуховская ;44;Серпуховская;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/281355769/;Москва;sale;flat;2;15;2;74.0;547297;40500000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/291945181/;Москва;sale;flat;6;41;2;72.0;569305;40990000;Хорошевский;Ленинградский проспект;37/6;Аэропорт;Прайм Парк
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293799117/;Москва;sale;flat;9;32;3;84.3;490000;41307000;Даниловский;Летниковская ;11/10С26;Павелецкая;HIGH LIFE
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293775602/;Москва;sale;flat;12;32;3;80.3;515000;41354500;Даниловский;Летниковская ;11/10С26;Павелецкая;HIGH LIFE
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/290708708/;Москва;sale;flat;3;22;4;155.4;270270;42000000;Раменки;Минская ;1ГК1;Ломоносовский проспект;Золотые Ключи 2
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/292894416/;Москва;sale;flat;21;28;3;103.6;423745;43900000;Нагорный;;;Нагорная;ТопХиллз ЖК
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/295072513/;Москва;sale;flat;4;40;4;81.4;583538;47500000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294931150/;Москва;sale;flat;30;40;4;93.9;527156;49500000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Franky Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/280740479/;Москва;sale;flat;4;5;3;100.0;499800;49980000;Пресненский;Столярный переулок;3к34;Улица 1905 года;Рассвет Loft-Studio
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/295049358/;Москва;sale;flat;4;51;4;100.0;540000;54000000;Пресненский;Шмитовский проезд;39;Шелепиха;
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/295006571/;Москва;sale;flat;26;28;4;97.0;566999;54998999;Раменки;Винницкая ;8к1;Раменки;Настоящее
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/268018064/;Москва;sale;flat;11;31;3;146.0;383561;56000000;Очаково-Матвеевское;Нежинская ;1к2;Славянский бульвар;Кутузовская Ривьера
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295176608/;Москва;sale;flat;4;21;2;64.67;881397;57000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/293949364/;Москва;sale;flat;9;26;4;92.0;635869;58500000;Очаково-Матвеевское;Нежинская ;5к2;Славянский бульвар;Городские резиденции SPIRES
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/291450685/;Москва;sale;flat;20;20;4;104.0;562500;58500000;Даниловский;проспект Лихачева;18к5;Технопарк;Квартал на набережной NOW
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/292942166/;Москва;sale;flat;29;30;4;181.0;331491;60000000;Проспект Вернадского;Ленинский проспект;116К1;Новаторская;
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/292319823/;Москва;sale;flat;4;32;4;145.0;413103;59900000;Раменки;Мосфильмовская ;70к1;Кутузовская;Воробьевы Горы
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/294997163/;Москва;sale;flat;26;34;4;150.0;406000;60900000;Крылатское; Крылатские Холмы;37;Крылатское;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/292154263/;Москва;sale;flat;4;20;2;76.6;810000;62046000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
RMRealty;real_estate_agent;https://www.cian.ru/sale/flat/294379080/;Москва;sale;flat;5;46;4;104.0;649038;67500000;Хорошево-Мневники;Шелепихинская набережная;34к6;Шелепиха;Сердце Столицы
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/289774422/;Москва;sale;flat;3;9;3;102.9;651117;67000000;Арбат;Большой Афанасьевский переулок;39;Арбатская;
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/289899651/;Москва;sale;flat;7;9;3;102.0;685294;69900000;Замоскворечье;Вишняковский переулок;23;Третьяковская;
Ольгино;real_estate_agent;https://www.cian.ru/sale/flat/290912120/;Москва;sale;flat;23;25;3;161.4;440000;71016000;Очаково-Матвеевское;Староволынская ;12к5;Минская;Волынский
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/290295894/;Москва;sale;flat;4;5;3;130.0;576923;75000000;Замоскворечье;Пятницкая ;65/10;Добрынинская;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/294266846/;Москва;sale;flat;40;68;2;73.0;1027397;75000000;Пресненский;1-й Красногвардейский проезд;22с1;Деловой центр;NEVA TOWERS
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/285159531/;Москва;sale;flat;6;12;3;120.9;628618;76000000;Мещанский;Протопоповский переулок;17С2;Проспект Мира;
Князев и Партнёры;real_estate_agent;https://www.cian.ru/sale/flat/294038419/;Москва;sale;flat;2;28;4;193.1;414293;80000000;Кунцево;Рублевское шоссе;101;Молодёжная;Vander Park
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/291445703/;Москва;sale;flat;9;32;4;189.2;449260;85000000;Щукино;Авиационная ;79Б;Щукинская;Алые Паруса
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/295141330/;Москва;sale;flat;5;9;4;143.0;594405;85000000;Тверской;3-я Тверская-Ямская ;44;Маяковская;
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/288307714/;Москва;sale;flat;46;75;2;114.0;754385;86000000;Пресненский;1-й Красногвардейский проезд;15;Деловой центр;Меркурий Тауэр
Ольгино;real_estate_agent;https://www.cian.ru/sale/flat/290602899/;Москва;sale;flat;23;24;4;201.4;440000;88616000;Очаково-Матвеевское;Староволынская ;12к5;Минская;Волынский
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/264108077/;Москва;sale;flat;3;18;3;210.0;452380;95000000;Раменки;Мосфильмовская ;70к6;Минская;Воробьевы Горы
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/289327788/;Москва;sale;flat;6;24;5;177.0;548022;97000000;Раменки; Улофа Пальме;1;Ломоносовский проспект;
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/294175118/;Москва;sale;flat;44;53;4;159.0;616352;98000000;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/285740105/;Москва;sale;flat;6;18;3;152.5;655737;100000000;Дорогомилово;Дохтуровский переулок;6;Студенческая;Кутузовский
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/292444828/;Москва;sale;flat;3;7;4;118.0;885593;104500000;Таганский;Серебрянический переулок;6;Китай-город;Титул на Серебрянической
RND;real_estate_agent;https://www.cian.ru/sale/flat/294025157/;Москва;sale;flat;6;13;3;142.8;763305;109000000;Пресненский;Большая Садовая ;5к1;Маяковская;Квартал апартаментов Сады Пекина
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/292409934/;Москва;sale;flat;7;7;3;148.6;852288;126650000;Арбат;Кривоарбатский переулок;8С2;Смоленская;
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/283547063/;Москва;sale;flat;10;14;4;204.0;637254;130000000;Раменки;Мосфильмовская ;70к7;Ломоносовский проспект;Воробьевы Горы
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/294267423/;Москва;sale;flat;2;15;4;152.2;886990;135000000;Хамовники; Усачева;15кА;Спортивная;Садовые кварталы
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294552692/;Москва;sale;flat;2;10;4;185.0;729729;135000000;Басманный;Подсосенский переулок;3к2;Курская;
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/283325341/;Москва;sale;flat;3;17;4;220.0;631818;139000000;Раменки;Мосфильмовская ;70к7;Ломоносовский проспект;Воробьевы Горы
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/267290349/;Москва;sale;flat;37;38;4;190.0;736842;140000000;Раменки;Мосфильмовская ;70к1;Минская;Воробьевы Горы
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/292397928/;Москва;sale;flat;5;9;4;140.0;1092857;153000000;Хамовники;Саввинская набережная;13;Киевская;SAVVIN RIVER RESIDENCE
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/277616861/;Москва;sale;flat;1;5;-1;284.0;551936;156750000;Покровское-Стрешнево;Береговая ;8К1;Балтийская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294768324/;Москва;sale;flat;3;6;4;160.0;987500;158000000;Хамовники; Остоженка;3/14;Кропоткинская;
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/295149833/;Москва;sale;flat;6;8;3;135.0;1185185;160000000;Замоскворечье;Большая Татарская ;7к4;Новокузнецкая;Четыре солнца
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/279461354/;Москва;sale;flat;11;13;4;171.0;1052631;180000000;Пресненский;Большая Садовая ;5к1;Маяковская;Квартал апартаментов Сады Пекина
Delight  Realty;real_estate_agent;https://www.cian.ru/sale/flat/294172054/;Москва;sale;flat;8;13;4;173.6;1036866;180000000;Хамовники;Большая Пироговская ;8;Фрунзенская;
Метриум-Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294620841/;Москва;sale;flat;13;15;4;195.0;948717;185000000;Аэропорт;Ленинградский проспект;36с39;;ВТБ Арена парк
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/293778841/;Москва;sale;flat;3;48;-1;320.0;593750;190000000;Раменки;Мосфильмовская ;70;Парк Победы;Воробьевы Горы
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/293641999/;Москва;sale;flat;47;54;3;160.0;1217500;194800000;Раменки;Мосфильмовская ;8;Минская;Дом на Мосфильмовской
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294255096/;Москва;sale;flat;5;6;5;197.8;995955;197000000;Пресненский; Спиридоновка;38;Баррикадная;
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/285554488/;Москва;sale;flat;7;7;5;185.0;1100000;203500000;Хамовники;Смоленский бульвар;24к3;Смоленская;Клубный дом на Смоленском бульваре
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/290697585/;Москва;sale;flat;3;9;2;148.5;1548821;230000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/291011691/;Москва;sale;flat;4;6;3;172.1;1336078;229939146;Новая кв-ра в е Золотой мили!3-комн. кв.;4/6 этаж;4/6 этаж;;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/283349586/;Москва;sale;flat;16;16;-1;208.9;1293681;270250000;Хамовники; Усачева;13кА;Спортивная;Садовые кварталы
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/200828608/;Москва;sale;flat;6;7;4;271.7;1148078;311932950;Хамовники;Смоленский бульвар;24к3;Смоленская;Клубный дом на Смоленском бульваре
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/289199451/;Москва;sale;flat;6;9;-1;300.0;1066666;320000000;Тверской; Фадеева;4А;Новослободская;Итальянский Квартал
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/285866591/;Москва;sale;flat;6;12;5;227.0;1502202;341000000;Хамовники; Усачева;13кВ;Спортивная;Садовые кварталы
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/288424209/;Москва;sale;flat;3;7;4;160.8;2798507;450000000;Якиманка;Ордынский тупик;4А;Третьяковская;Barkli Gallery
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/275836899/;Москва;sale;flat;11;12;5;303.0;1617756;490180350;Хамовники;Трубецкая ;12;Фрунзенская;Садовые кварталы
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/294997562/;Москва;sale;flat;4;5;-1;380.0;1315789;500000000;Хамовники; Усачева;11К;Спортивная;Садовые кварталы
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293085065/;Москва;sale;flat;3;6;4;277.9;1924225;534742200;Хамовники;Бутиковский переулок;5;Кропоткинская;Бутиковский 5
САДОВЫЕ КВАРТАЛЫ. Офис продаж;real_estate_agent;https://www.cian.ru/sale/flat/293066605/;Москва;sale;flat;14;15;-1;517.86;1442474;747000000;Хамовники; Усачева;15кБ;Спортивная;Садовые кварталы
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/293661465/;Москва;sale;flat;7;7;5;245.6;3114820;765000000;Хамовники;Большой Левшинский переулок;11;;Дворянское гнездо
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/293839722/;Москва;sale;flat;3;25;1;44.6;313901;14000000;Кунцево;№ 100 кв-л;1к2;Павшино;Мякинино парк
Дмитрий Воронин;realtor;https://www.cian.ru/sale/flat/294992888/;Москва;sale;flat;14;17;2;40.4;353960;14300000;;проспект Прокшинский;12;Прокшино;Прокшино
Любовь Макарян;realtor;https://www.cian.ru/sale/flat/294640418/;Москва;sale;flat;9;14;2;42.0;347619;14600000;Чертаново Центральное; Красного Маяка;7К1;Пражская;
Авеню-Мск;real_estate_agent;https://www.cian.ru/sale/flat/292720909/;Москва;sale;flat;8;9;3;57.0;284210;16200000;Богородское;Миллионная ;11К3;Белокаменная;
ID 91701734;homeowner;https://www.cian.ru/sale/flat/295191779/;Москва;sale;flat;8;12;2;48.4;340909;16500000;Западное Дегунино;Дмитровское шоссе;73Б;Верхние Лихоборы;Тринити
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/292812961/;Москва;sale;flat;12;25;1;29.4;578231;17000000;Филевский парк;Береговой проезд;5Ак3;Фили;Фили Град
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/294078966/;Москва;sale;flat;14;18;2;44.0;409090;18000000;Филевский парк;Береговой проезд;5к2;Багратионовская;Фили Град
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/292855137/;Москва;sale;flat;10;51;1;42.0;438095;18400000;Пресненский;Шелепихинский тупик;;Шелепиха;Headliner
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/294621992/;Москва;sale;flat;2;26;2;54.7;436928;23900000;Нагатино-Садовники;1-й Нагатина кв-л;;Нагатинская;Левел Нагатинская ЖК
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/292571951/;Москва;sale;flat;5;16;2;71.0;352112;25000000;Филевский парк;Береговой проезд;5к2;Фили;Фили Град
ID 78207976;homeowner;https://www.cian.ru/sale/flat/293131903/;Москва;sale;flat;15;16;3;71.1;358649;25500000;Головинский;Кронштадтский бульвар;24К2;Коптево;
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/292193384/;Москва;sale;flat;8;25;2;64.0;406234;25999000;Раменки; Янковского;1к2;Аминьевская;Событие
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/292006490/;Москва;sale;flat;3;19;2;69.0;397101;27400000;Филевский парк;Береговой проезд;5к2;Фили;Фили Град
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/293901238/;Москва;sale;flat;28;41;2;56.6;508833;28800000;Раменки;1-й Сетуньский проезд;вл8;Воробьёвы горы;Hide
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/281348053/;Москва;sale;flat;18;22;1;46.0;652173;30000000;Тимирязевский;Ивановская ;19;Тимирязевская;
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/294615946/;Москва;sale;flat;29;43;2;73.5;408163;30000000;Раменки; Василия Ланового;1к2;Аминьевская;Огни
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/293313060/;Москва;sale;flat;3;8;2;46.4;644396;29900000;Беговой; 1-я Ямского Поля;1к1;;Slava
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/292854137/;Москва;sale;flat;8;30;3;60.1;507487;30500000;Филевский парк;Береговой проезд;5к1;Багратионовская;Фили Град
ID 290421;homeowner;https://www.cian.ru/sale/flat/292396007/;Москва;sale;flat;20;30;4;104.7;343839;36000000;Богородское;Погонный проезд;3ак2;Белокаменная;
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/294872477/;Москва;sale;flat;3;4;2;78.0;493589;38500000;Замоскворечье;Большая Серпуховская ;44;Серпуховская;
ZAPAD REALTY - офис Маршала Жукова;real_estate_agent;https://www.cian.ru/sale/flat/294000216/;Москва;sale;flat;6;16;3;67.8;604719;41000000;Беговой; 1-я Ямского Поля;1к1;;Slava
ID 36883509;homeowner;https://www.cian.ru/sale/flat/283772625/;Москва;sale;flat;2;17;3;162.0;302407;48990000;Можайский; Вересаева;13;Давыдково;
Cristall Realty;real_estate_agent;https://www.cian.ru/sale/flat/294466246/;Москва;sale;flat;26;28;4;96.9;567595;55000000;Раменки;Винницкая ;8к1;Раменки;Настоящее
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/291962765/;Москва;sale;flat;10;25;4;101.9;549558;56000000;Раменки; Лобачевского;120к3;Аминьевская;Событие
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/294906130/;Москва;sale;flat;3;16;3;132.0;454545;60000000;Тропарево-Никулино; Покрышкина;8к3;Юго-Западная;Академия Люкс
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293809441/;Москва;sale;flat;35;42;4;186.0;456989;85000000;Раменки;Мосфильмовская ;70;Ломоносовский проспект;Воробьевы Горы
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/294925727/;Москва;sale;flat;18;20;4;149.0;597315;89000000;Беговой;Бумажный проезд;4;Белорусская;Клубный дом SOHO+NOHO
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/266107701/;Москва;sale;flat;44;53;4;158.0;601265;95000000;Раменки;Мосфильмовская ;8;Минская;Дом на Мосфильмовской
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/285288373/;Москва;sale;flat;19;53;4;145.0;666152;96592099;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/288903168/;Москва;sale;flat;15;15;4;130.0;845384;109900000;Даниловский;набережная Марка Шагала;1к1;ЗИЛ;ЗИЛАРТ
ID 22900;realtor;https://www.cian.ru/sale/flat/292296574/;Москва;sale;flat;14;17;5;273.0;424908;116000000;Можайский; Кутузова;11К2;Рабочий посёлок;Green House
RED BRICK;real_estate_agent;https://www.cian.ru/sale/flat/284114513/;Москва;sale;flat;7;7;-1;422.34;284131;120000000;Арбат;Новинский бульвар;28/35С1;Баррикадная;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/294759850/;Москва;sale;flat;40;53;4;165.0;760089;125414706;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/274844663/;Москва;sale;flat;20;38;5;216.6;669436;145000000;Раменки;Мосфильмовская ;70к1;Ломоносовский проспект;Воробьевы Горы
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/292575512/;Москва;sale;flat;14;14;3;119.54;1600000;191264000;Хамовники; Усачева;15кВ;Спортивная;Садовые кварталы
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/293144555/;Москва;sale;flat;7;7;5;273.2;2800146;765000000;Хамовники;Большой Левшинский переулок;11;Смоленская;Дворянское гнездо
